Task,count
"Video.UI (10440,D,0) {73545EA8-0ABA-487D-AE92-DC4E93C352EF}: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000003:0001:0000 - 00000003:0047:03B7 - 00000003:0048:0000 - 00000003:0048:0000 (00000000:0000:0000)
cReInits = 20
 
 
Internal Timing Sequence: 
[1] 0.000631 +J(0) +M(C:0K, Fs:126, WS:484K # 484K, PF:2788K # 2788K, P:2788K)
[2] 0.000314 +J(0) +M(C:0K, Fs:84, WS:320K # 320K, PF:188K # 188K, P:188K)
[3] 0.000013 +J(0) +M(C:0K, Fs:4, WS:16K # 16K, PF:64K # 64K, P:64K)
[4] 0.000140 +J(0) +M(C:0K, Fs:55, WS:216K # 216K, PF:180K # 180K, P:180K)
[5] 0.001790 +J(0) +M(C:0K, Fs:28, WS:112K # 112K, PF:20K # 20K, P:20K)
[6] 0.001764 +J(0) +M(C:0K, Fs:59, WS:236K # 236K, PF:20K # 20K, P:20K)
[7] 0.008134 -0.000005 (5) WT +J(0) +M(C:0K, Fs:763, WS:2800K # 2836K, PF:2104K # 2120K, P:2104K)
[8] 0.015034 -0.000744 (30) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:287976/181) +M(C:0K, Fs:2045, WS:1928K # 1896K, PF:776K # 768K, P:776K)
[9] 0.000526 +J(0) +M(C:0K, Fs:31, WS:124K # 120K, PF:28K # 20K, P:28K)
[10] 0.001162 -0.000003 (3) WT +J(0) +M(C:0K, Fs:5, WS:-2024K # 20K, PF:-2036K # 12K, P:-2036K)
[11] 0.000019 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[12] 0.000338 -0.000285 (1) WT +J(0) +M(C:0K, Fs:8, WS:32K # 0K, PF:8K # 0K, P:8K)
[13] 0.021221 -0.000188 (2) CM -0.016031 (23) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:665, WS:504K # 548K, PF:152K # 168K, P:152K)
[14] 0.000011 +J(0)
[15] 0.000007 +J(0)
[16] 0.000142 -0.000001 (1) WT +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K).",1
"Video.UI (10440,D,50) {73545EA8-0ABA-487D-AE92-DC4E93C352EF}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (10440,D,50) {73545EA8-0ABA-487D-AE92-DC4E93C352EF}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000003:004A:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000002 +J(0)
[2] 0.000387 -0.000001 (1) WT +J(0) +M(C:0K, Fs:26, WS:40K # 0K, PF:8K # 0K, P:8K)
[3] 0.011861 -0.010242 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:26, WS:96K # 0K, PF:32K # 0K, P:32K)
[4] 0.000158 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.015896 -0.000178 (3) CM -0.014881 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:230, WS:896K # 0K, PF:552K # 0K, P:552K)
[10] 0.001222 -0.001010 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:66, WS:260K # 0K, PF:12K # 0K, P:12K)
[11] 0.000093 -0.000003 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:7, WS:20K # 0K, PF:80K # 0K, P:80K)
[12] 0.000011 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[13] 0.000041 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:6, WS:24K # 0K, PF:0K # 0K, P:0K)
[14] 0.000001 +J(0)
[15] 0.0 +J(0)
[16] 0.000004 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Video.UI (10440,D,2) {73545EA8-0ABA-487D-AE92-DC4E93C352EF}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
Successfully scheduled Software Protection service for re-start at 2122-10-03T03:19:40Z. Reason: RulesEngine.,1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221010035322.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220925191023.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220917181301.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.cba7615c-720d-49e5-b8c2-6c4384ba5ada.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.1546fa7f-b69a-40a3-a7d4-6b8a419c597a.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.6d1d2f85-558b-4a68-9c69-724cb6bf7015.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4961f200-ab4f-4c0f-b3fc-3a996e625b8a.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_cab_a7abb265-058d-4874-b0b5-f7ca37b4fd4a

Analysis symbol: 
Rechecking for solution: 0
Report Id: a7abb265-058d-4874-b0b5-f7ca37b4fd4a
Report Status: 4
Hashed bucket: 
Cab Guid: 0",1
"svchost (12108,P,98) DS_Token_DB: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"svchost (12108,R,98) DS_Token_DB: The database engine is initiating recovery steps.",1
"svchost (12108,R,98) DS_Token_DB: The database engine has finished replaying logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSS.log. 
 
Processing Stats: 
[1] 0.017570 -0.002819 (7) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:12168/8) +M(C:0K, Fs:59, WS:160K # 100K, PF:136K # 72K, P:136K). 
Log record of type 'AttachDB ' was seen most frequently (1 times)",1
"svchost (12108,U,98) DS_Token_DB: The database engine has successfully completed recovery steps.",1
"svchost (12108,D,0) DS_Token_DB: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 0000000E:0001:0000 - 0000000E:0003:0039 - 0000000E:0004:0000 - 0000000E:0004:0000 (00000000:0000:0000)
cReInits = 1
 
 
Internal Timing Sequence: 
[1] 0.000969 +J(0) +M(C:0K, Fs:142, WS:552K # 552K, PF:2792K # 2792K, P:2792K)
[2] 0.000454 +J(0) +M(C:8K, Fs:193, WS:764K # 764K, PF:1228K # 1228K, P:1228K)
[3] 0.000031 +J(0) +M(C:0K, Fs:12, WS:44K # 44K, PF:68K # 68K, P:68K)
[4] 0.000168 +J(0) +M(C:0K, Fs:69, WS:276K # 276K, PF:180K # 180K, P:180K)
[5] 0.001251 +J(0) +M(C:0K, Fs:13, WS:52K # 52K, PF:24K # 24K, P:24K)
[6] 0.008578 +J(0) +M(C:0K, Fs:69, WS:272K # 272K, PF:56K # 56K, P:56K)
[7] 0.003198 -0.000659 (2) WT +J(0) +M(C:0K, Fs:38, WS:152K # 152K, PF:64K # 64K, P:64K)
[8] 0.031973 -0.006485 (11) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:12168/8) +M(C:0K, Fs:109, WS:284K # 288K, PF:212K # 216K, P:212K)
[9] 0.000763 +J(0) +M(C:0K, Fs:6, WS:24K # 20K, PF:4K # 0K, P:4K)
[10] 0.001936 -0.000933 (1) WT +J(0) +M(C:0K, Fs:0, WS:-60K # 0K, PF:-60K # 0K, P:-60K)
[11] 0.000039 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:5, WS:20K # 0K, PF:0K # 0K, P:0K)
[12] 0.000157 +J(0)
[13] 0.036757 -0.000330 (2) CM -0.003307 (22) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:63, WS:132K # 156K, PF:228K # 236K, P:228K)
[14] 0.000026 +J(0)
[15] 0.000022 +J(0)
[16] 0.001046 -0.000174 (1) WT +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K).",1
"svchost (12108,D,50) DS_Token_DB: The database engine attached a database (1, C:\WINDOWS\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.dat). (Time=0 seconds) 
 
Saved Cache: 1 0 
Additional Data: lgposAttach = 0000000E:0006:0268,
dbv = 1568.200.440 (9400) 
 
Internal Timing Sequence: 
[1] 0.000005 +J(0)
[2] 0.001180 -0.000336 (1) WT +J(0) +M(C:0K, Fs:17, WS:4K # 4K, PF:4K # 0K, P:4K)
[3] 0.008573 -0.004087 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:6, WS:20K # 0K, PF:20K # 0K, P:20K)
[4] 0.001728 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:4K # 0K, P:4K)
[5] -
[6] -
[7] -
[8] -
[9] 0.000811 -0.000512 (3) CM -0.000379 (3) WT +J(CM:3, PgRf:3, Rd:4/3, Dy:0/0, Lg:54/1) +M(C:16K, Fs:20, WS:80K # 40K, PF:228K # 188K, P:228K)
[10] 0.000402 -0.000257 (2) CM -0.000207 (2) WT +J(CM:2, PgRf:23, Rd:0/2, Dy:0/0, Lg:0/0) +M(C:-8K, Fs:15, WS:52K # 60K, PF:-4K # 4K, P:-4K)
[11] 0.000378 -0.000253 (2) CM -0.000180 (2) WT +J(CM:2, PgRf:40, Rd:0/2, Dy:0/0, Lg:0/0) +M(C:0K, Fs:2, WS:8K # 0K, PF:64K # 56K, P:64K)
[12] 0.000018 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 4K, PF:0K # 0K, P:0K)
[13] 0.000067 +J(CM:0, PgRf:42, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:6, WS:24K # 24K, PF:0K # 0K, P:0K)
[14] 0.0 +J(0)
[15] 0.0 +J(0)
[16] 0.000007 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
Successfully scheduled Software Protection service for re-start at 2122-10-03T03:36:14Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-03T03:55:10Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-03T07:32:47Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-03T07:34:27Z. Reason: RulesEngine.,1
"Video.UI (12432,D,2) {51E5CF7F-3F90-42B0-9399-FB42D5C13774}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (12432,D,50) {51E5CF7F-3F90-42B0-9399-FB42D5C13774}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000003:0047:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000003 +J(0)
[2] 0.000508 -0.000001 (1) WT +J(0) +M(C:0K, Fs:19, WS:12K # 0K, PF:8K # 0K, P:8K)
[3] 0.005697 -0.004390 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:33, WS:124K # 0K, PF:24K # 0K, P:24K)
[4] 0.000225 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.012022 -0.000201 (3) CM -0.010982 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:74, WS:284K # 0K, PF:336K # 0K, P:336K)
[10] 0.001790 -0.001608 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:23, WS:92K # 0K, PF:8K # 0K, P:8K)
[11] 0.000101 -0.000003 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:4, WS:8K # 0K, PF:64K # 0K, P:64K)
[12] 0.000012 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[13] 0.000044 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:5, WS:20K # 0K, PF:0K # 0K, P:0K)
[14] 0.000001 +J(0)
[15] 0.0 +J(0)
[16] 0.000004 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Video.UI (12432,D,50) {51E5CF7F-3F90-42B0-9399-FB42D5C13774}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (12432,D,0) {51E5CF7F-3F90-42B0-9399-FB42D5C13774}: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000003:0001:0000 - 00000003:0044:03B7 - 00000003:0045:0000 - 00000003:0045:0000 (00000000:0000:0000)
cReInits = 19
 
 
Internal Timing Sequence: 
[1] 0.001076 +J(0) +M(C:0K, Fs:153, WS:584K # 584K, PF:2860K # 2860K, P:2860K)
[2] 0.000526 +J(0) +M(C:0K, Fs:93, WS:352K # 352K, PF:220K # 220K, P:220K)
[3] 0.000024 +J(0) +M(C:0K, Fs:3, WS:12K # 12K, PF:64K # 64K, P:64K)
[4] 0.000215 +J(0) +M(C:0K, Fs:38, WS:152K # 152K, PF:180K # 180K, P:180K)
[5] 0.003490 +J(0) +M(C:0K, Fs:42, WS:168K # 168K, PF:20K # 20K, P:20K)
[6] 0.002373 +J(0) +M(C:0K, Fs:47, WS:188K # 188K, PF:32K # 32K, P:32K)
[7] 0.010011 -0.000006 (5) WT +J(0) +M(C:0K, Fs:656, WS:2612K # 2612K, PF:2104K # 2104K, P:2104K)
[8] 0.038657 -0.016524 (32) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:275808/173) +M(C:0K, Fs:1136, WS:2104K # 2104K, PF:804K # 812K, P:804K)
[9] 0.000835 +J(0) +M(C:0K, Fs:15, WS:60K # 60K, PF:8K # 0K, P:8K)
[10] 0.002034 -0.000004 (4) WT +J(0) +M(C:0K, Fs:18, WS:-1976K # 36K, PF:-1996K # 32K, P:-1996K)
[11] 0.000034 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[12] 0.011160 -0.011088 (1) WT +J(0) +M(C:0K, Fs:55, WS:220K # 0K, PF:40K # 0K, P:40K)
[13] 0.067472 -0.000301 (2) CM -0.060361 (24) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:633, WS:368K # 636K, PF:160K # 224K, P:160K)
[14] 0.000018 +J(0)
[15] 0.000015 +J(0)
[16] 0.000198 -0.000001 (1) WT +J(0) +M(C:0K, Fs:3, WS:4K # 0K, PF:0K # 0K, P:0K).",1
"Video.UI (1780,D,50) {2AE8F04F-4172-4591-A6F0-DA8CEF949AA2}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000003:0040:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000012 +J(0)
[2] 0.001720 -0.000002 (1) WT +J(0) +M(C:0K, Fs:18, WS:8K # 0K, PF:8K # 0K, P:8K)
[3] 0.002762 -0.000842 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:122, WS:476K # 0K, PF:36K # 0K, P:36K)
[4] 0.000222 +J(0) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[5] -
[6] -
[7] -
[8] -
[9] 0.016412 -0.000355 (3) CM -0.014141 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:441, WS:1712K # 368K, PF:536K # 0K, P:536K)
[10] 0.000299 -0.000027 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:21, WS:84K # 84K, PF:8K # 0K, P:8K)
[11] 0.000134 -0.000006 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:4, WS:8K # 8K, PF:64K # 0K, P:64K)
[12] 0.000022 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 4K, PF:0K # 0K, P:0K)
[13] 0.000143 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:6, WS:24K # 24K, PF:0K # 0K, P:0K)
[14] 0.000002 +J(0)
[15] 0.000001 +J(0)
[16] 0.000011 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Video.UI (1780,D,2) {2AE8F04F-4172-4591-A6F0-DA8CEF949AA2}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
Successfully scheduled Software Protection service for re-start at 2122-10-02T10:54:17Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-02T10:55:38Z. Reason: RulesEngine.,1
"Video.UI (4396,P,98) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"Video.UI (4396,R,98) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database engine is initiating recovery steps.",1
"Video.UI (4396,R,98) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (4396,R,98) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database engine has finished replaying logfile C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\edb.log. 
 
Processing Stats: 
[1] 0.024064 -0.001946 (27) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:263640/165) +M(C:0K, Fs:1793, WS:1596K # 1528K, PF:436K # 368K, P:436K). 
Log record of type 'AttachDB ' was seen most frequently (18 times)",1
"Video.UI (4396,U,98) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database engine has successfully completed recovery steps.",1
"Video.UI (4396,D,0) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000003:0001:0000 - 00000003:0041:002B - 00000003:0042:0000 - 00000003:0042:0000 (00000000:0000:0000)
cReInits = 18
 
 
Internal Timing Sequence: 
[1] 0.001148 +J(0) +M(C:0K, Fs:123, WS:472K # 472K, PF:2756K # 2756K, P:2756K)
[2] 0.000789 +J(0) +M(C:0K, Fs:92, WS:352K # 352K, PF:204K # 204K, P:204K)
[3] 0.000017 +J(0) +M(C:0K, Fs:3, WS:12K # 12K, PF:64K # 64K, P:64K)
[4] 0.000349 +J(0) +M(C:0K, Fs:41, WS:160K # 160K, PF:184K # 184K, P:184K)
[5] 0.003721 +J(0) +M(C:0K, Fs:59, WS:236K # 236K, PF:32K # 32K, P:32K)
[6] 0.003140 +J(0) +M(C:0K, Fs:117, WS:468K # 468K, PF:36K # 36K, P:36K)
[7] 0.010880 -0.000010 (5) WT +J(0) +M(C:0K, Fs:666, WS:2424K # 2424K, PF:2068K # 2084K, P:2068K)
[8] 0.029238 -0.001972 (31) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:263640/165) +M(C:0K, Fs:1920, WS:2020K # 2020K, PF:788K # 776K, P:788K)
[9] 0.001197 +J(0) +M(C:0K, Fs:8, WS:32K # 32K, PF:4K # 0K, P:4K)
[10] 0.002282 -0.000007 (4) WT +J(0) +M(C:0K, Fs:0, WS:-2044K # 0K, PF:-2044K # 0K, P:-2044K)
[11] 0.000046 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[12] 0.004173 -0.004037 (1) WT +J(0) +M(C:0K, Fs:9, WS:36K # 0K, PF:12K # 0K, P:12K)
[13] 0.039610 -0.000658 (2) CM -0.026205 (24) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:623, WS:340K # 384K, PF:156K # 176K, P:156K)
[14] 0.000017 +J(0)
[15] 0.000012 +J(0)
[16] 0.000409 -0.000002 (1) WT +J(0) +M(C:0K, Fs:8, WS:24K # 0K, PF:4K # 0K, P:4K).",1
"Video.UI (4396,D,50) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (4396,D,50) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000003:0044:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000004 +J(0)
[2] 0.000900 -0.000001 (1) WT +J(0) +M(C:0K, Fs:19, WS:12K # 0K, PF:8K # 0K, P:8K)
[3] 0.014605 -0.011396 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:36, WS:136K # 0K, PF:20K # 0K, P:20K)
[4] 0.000151 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.015889 -0.000223 (3) CM -0.014138 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:43, WS:160K # 0K, PF:320K # 0K, P:320K)
[10] 0.001821 -0.001287 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:33, WS:132K # 0K, PF:8K # 0K, P:8K)
[11] 0.000256 -0.000006 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:4, WS:8K # 0K, PF:64K # 0K, P:64K)
[12] 0.000050 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[13] 0.000133 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:5, WS:20K # 0K, PF:0K # 0K, P:0K)
[14] 0.000001 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[15] 0.000001 +J(0)
[16] 0.000007 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Video.UI (4396,D,2) {B9601021-2B5C-446B-BCF2-502585FD38B2}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
Successfully scheduled Software Protection service for re-start at 2122-10-02T13:11:22Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-02T14:44:21Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-02T15:14:23Z. Reason: RulesEngine.,1
"Video.UI (12432,P,98) {51E5CF7F-3F90-42B0-9399-FB42D5C13774}: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"Video.UI (12432,R,98) {51E5CF7F-3F90-42B0-9399-FB42D5C13774}: The database engine is initiating recovery steps.",1
